ignition_type,fuel_type,body_type,kilometers_driven,transmission,owner_no,owner,manufacturer,model,model_year,central_variant_id,variant_name,price,priceActual,priceSaving,priceFixedText,trendingText,heading,car_links,features,registration_year,insurance,Fuel_type,kms_driven,rto,ownership,engine_displacement,Transmission,year_of_manufacture,engine,max_power,torque,wheel_size,seats,color,engine_type,displacement,engine_max_power,engine_max_torque,no_of_cylinders,values_per_cylinder,fuel_suppy_system,turbo_charger,length,width,height,wheel_base,kerb_weight,gear_box,drive_type,steering_type,seating_capacity,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_of_doors,cargo_volumn,City
0,Petrol,Sedan,"40,000",Manual,3,3rd Owner,Volkswagen,Volkswagen Ameo,2017,6006,1.2 MPI Highline 16 Alloy,₹ 4.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Volkswagen-Ameo-1.2-Mpi-Highline-16-Alloy-cars-Kolkata_f3a547b7-43eb-46e6-b69a-e3216b1abe65.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",2017,Third Party insurance,Petrol,"40,000 Kms",WB02,Third Owner,1198 cc,Manual,2017.0,1198 CC,74bhp,110Nm,16,5,Others,MPI Petrol Engine,1198,74bhp@5400rpm,110Nm@3750rpm,3.0,4.0,MPFI,No,3995mm,1682mm,1483mm,2470mm,1069kg,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",16,4,330 Ltrs,Kolkata
0,Petrol,Hatchback,"3,188",Manual,1,1st Owner,Maruti,Maruti Alto 800,2017,10327,VXI,₹ 2.96 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Alto-800-Vxi-cars-Kolkata_99e6f76a-f082-462a-b3f2-835d19d475dc.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Jul 2017,Comprehensive,Petrol,"3,188 Kms",AN01,First Owner,796 cc,Manual,2017.0,796 CC,47.33bhp,69Nm,,5,White,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,3445mm,1515mm,1475mm,2360mm,762kg,5 Speed,,,5,Disc,Drum,Tubeless Tyres,,5,,Kolkata
0,Petrol,Hatchback,"34,233",Manual,1,1st Owner,Hyundai,Hyundai i20,2019,6808,Magna Plus BSIV,₹ 5.27 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Hyundai-I20-Magna-Plus-Bsiv-cars-Kolkata_bd76565c-9567-4160-ae43-9bec196aa579.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Jun 2019,Comprehensive,Petrol,"34,233 Kms",WB02,First Owner,1197 cc,Manual,2019.0,1197 CC,81.86bhp,117nm,,5,Red,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,117nm@4000rpm,4.0,4.0,MPFI,No,3985mm,1734mm,1505mm,2570mm,1120,5 Speed,FWD,Power,5,Disc,Drum,"Tubeless,Radial",,5,285,Kolkata
0,Petrol,Hatchback,"50,000",Manual,2,2nd Owner,Hyundai,Hyundai Santro Xing,2010,1709,GL,₹ 1.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-Gl-cars-Kolkata_c20d22b6-e071-443d-89a2-ccd30a868cc1.htm,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Tinted Glass, Brake Assist, Child Safety Locks",2010,Third Party insurance,Petrol,"50,000 Kms",WB06,Second Owner,1086 cc,Manual,2010.0,1086 CC,62bhp,96.1Nm,13,5,Others,In-Line Engine,1086,62bhp@5500rpm,96.1Nm@3000rpm,4.0,3.0,MPFI,No,3565mm,1525mm,1590mm,2380mm,854kg,5 Speed,,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",13,5,218 litres,Kolkata
0,Petrol,Sedan,"51,767",Automatic,1,1st Owner,Honda,Honda City,2016,1217,i VTEC CVT VX,₹ 5.91 Lakh,₹ 6.15 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Honda-City-I-Vtec-Cvt-Vx-cars-Kolkata_3e65ec73-7c00-46f9-979b-953d2e521672.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",May 2016,Third Party,Petrol,"51,767 Kms",WB02,First Owner,1497 cc,Automatic,2016.0,1497 CC,117.3bhp,145Nm,15,5,Black,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,4440mm,1695mm,1495mm,2600mm,1085kg,5 Speed CVT,FWD,Power,5,Disc,Drum,"Tubeless,Radial",15,4,510-litres,Kolkata
0,Petrol,Hatchback,"40,965",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,5692,1.2 Magna Executive,₹ 4.80 Lakh,₹ 5.12 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Hyundai-I20-1.2-Magna-Executive-cars-Kolkata_37018f6a-871f-465a-9eb4-a965b634c013.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Nov 2018,Comprehensive,Petrol,"40,965 Kms",WB02,First Owner,1197 cc,Manual,2018.0,1197 CC,81.83bhp,114.7Nm,,5,Blue,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,MPFI,No,3985mm,1734mm,1505mm,2570mm,1066kg,5 Speed,FWD,Power,5,Disc,Drum,Tubeless,,5,295-litres,Kolkata
0,Petrol,Sedan,"70,000",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2011,1832,1.6 SX VTVT,₹ 2.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-Verna-1.6-Sx-Vtvt-cars-Kolkata_6567b4f8-e3a2-4d6c-9c25-8b02fa5a22de.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",2011,Third Party insurance,Petrol,"70,000 Kms",WB06,Second Owner,1591 cc,Manual,2011.0,1591 CC,121.3bhp,154.9Nm,16,5,Others,VTVT Petrol Engine,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,MPFI,No,4375mm,1700mm,1475mm,2570mm,1260,5 Speed,FWD,Power,5,Disc ,Drum,"Tubeless,Radial",16,4,465-litre,Kolkata
0,Petrol,SUV,"8,176",Manual,2,2nd Owner,Tata,Tata Nexon,2022,7386,XZ Plus BSVI,₹ 8.22 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Tata-Nexon-Xz-Plus-Bsvi-cars-Kolkata_fa53cf4b-fb41-4255-ac4d-40a065c9e629.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Jul 2022,Third Party,Petrol,"8,176 Kms",WB02,Second Owner,1199 cc,Manual,2022.0,1199 CC,118.35bhp,170Nm,16,5,Red,1.2l Turbocharged Revotron Engine,1199,118.35bhp@5500rpm,170Nm@1750-4000rpm,3.0,4.0,,NO,3993,1811,1606,2498,1230,6 Speed,,Electric,5,Disc,Drum,"Tubeless,Radial",16,5,350,Kolkata
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Renault,Renault KWID,2022,7431,1.0 RXT Opt,₹ 5.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Renault-Kwid-1.0-Rxt-Opt-cars-Kolkata_f1dacc27-e4da-4a47-a598-662ffb2f2bfd.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",2022,Third Party insurance,Petrol,"10,000 Kms",,First Owner,999 cc,Manual,2022.0,999 CC,67bhp,91Nm,,5,Others,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,MPFi,No,3731mm,1579mm,1474mm,2422mm,730,5 Speed,FWD,Electric,5,Disc,Drum,"Tubeless,Radial",,5,279,Kolkata
0,Petrol,Sedan,"13,327",Manual,2,2nd Owner,Toyota,Toyota Yaris,2018,6404,V BSIV,₹ 6.81 Lakh,₹ 6.95 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Toyota-Yaris-V-Bsiv-cars-Kolkata_bc377362-0a1c-4a02-9057-171dd93e8d51.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Feb 2019,Comprehensive,Petrol,"13,327 Kms",WB12,Second Owner,1496 cc,Manual,2018.0,1496 CC,105.5bhp,140Nm,15,5,Red,1.5 Dual VVT-i Engine,1496,105.5bhp@6000rpm,140Nm@4200rpm,4.0,4.0,EFI,No,4425mm,1730mm,1495mm,2550mm,1105kg,6 Speed,FWD,Power,5,Disc,Disc,"Tubless, Radial",15,4,476,Kolkata
0,Petrol,SUV,"57,167",Automatic,2,2nd Owner,Ford,Ford Ecosport,2019,6088,1.5 Petrol Titanium Plus AT BSIV,₹ 7.35 Lakh,₹ 8.07 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Ford-Ecosport-1.5-Petrol-Titanium-Plus-At-Bsiv-cars-Kolkata_d276c545-f65d-4e48-a974-8c413e55ff24.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Jul 2019,Comprehensive,Petrol,"57,167 Kms",WB40,Second Owner,1497 cc,Automatic,2019.0,1497 CC,121.36bhp,150Nm,16,5,Black,Ti-VCT Petrol Engine,1497,121.36bhp@6500rpm,150Nm@4500rpm,3.0,4.0,Direct Injection,No,3998mm,1765mm,1647mm,2519mm,1320Kg,6 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,Kolkata
0,Petrol,Sedan,"35,100",Manual,1,1st Owner,Volkswagen,Volkswagen Vento,2018,1999,1.6 Highline,₹ 5.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Volkswagen-Vento-1.6-Highline-cars-Kolkata_ed0fd0a2-095e-478c-b2a1-ab8dfe841ca3.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",May 2018,Third Party insurance,Petrol,"35,100 Kms",WB02,First Owner,1598 cc,Manual,2018.0,1598 CC,103.2bhp,153Nm,15,5,Grey,MPI Petrol Engine,1598,103.2bhp@5250rpm,153Nm@3800rpm,4.0,4.0,MPFI,No,4390mm,1699mm,1467mm,2553mm,1145Kg,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",15,4,494,Kolkata
0,Petrol,Hatchback,"1,20,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2010,1586,Sportz 1.2,₹ 1.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-I10-Sportz-1.2-cars-Kolkata_7a9c5b61-1a1a-4a60-9f4a-6dcca1e70041.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Day Night Rear View Mirror, Cd Player",2010,Third Party insurance,Petrol,"1,20,000 Kms",,First Owner,1197 cc,Manual,2010.0,1197 CC,78.9bhp,111.8Nm,13,5,Others,DOHC Engine,1197,78.9bhp@6000rpm,111.8Nm@4000rpm,4.0,4.0,MPFI,No,3585mm,1595mm,1550mm,2380mm,960,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,Kolkata
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai Santro Xing,2010,1709,GL,₹ 1.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-Gl-cars-Kolkata_99966a2b-f3dc-45b7-9ab1-9e2949e7db0c.htm,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Tinted Glass, Brake Assist, Child Safety Locks",2010,Third Party insurance,Petrol,"60,000 Kms",,Second Owner,1086 cc,Manual,2010.0,1086 CC,62bhp,96.1Nm,13,5,Others,In-Line Engine,1086,62bhp@5500rpm,96.1Nm@3000rpm,4.0,3.0,MPFI,No,3565mm,1525mm,1590mm,2380mm,854kg,5 Speed,,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",13,5,218 litres,Kolkata
0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Chevrolet,Chevrolet Aveo,2008,402,1.4 LS Limited Edition,₹ 1.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Chevrolet-Aveo-1.4-Ls-Limited-Edition-cars-Kolkata_7db4c8d4-864e-48f6-bc98-1a53621aa741.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cassette Player",2008,Third Party insurance,Petrol,"60,000 Kms",WB02,First Owner,1399 cc,Manual,2008.0,1399 CC,94 ,12.9 ,14,5,Others,In-Line Engine,1399,"94 @ 6,200 (PS@rpm)","12.9 @ 3,500 (kgm@rpm)",4.0,4.0,SEFI,No,"4,310 mm","1,710 mm","1,505 mm","2,480 mm","1,095 kg",5 Speed,FWD,Power,5,Ventilated Disc,Self-Adjusting Drum,Tubeless Radial,14,4,400 litres,Kolkata
0,Diesel,Sedan,"30,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz C-Class,2020,6598,Progressive C 220d,₹ 39.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Mercedes-benz-C-class-Progressive-C-220d-cars-Kolkata_058d41a0-0e75-497f-8f74-5b95b17e07d5.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",2020,Third Party insurance,Diesel,"30,000 Kms",,First Owner,1950 cc,Automatic,2020.0,1950 CC,194bhp,400Nm,17,5,Others,In-Line Engine,1950,194bhp@3800rpm,400Nm@1600-2800rpm,4.0,4.0,CRDi,Yes,4686mm,2020mm,1442mm,2840mm,1655kg,9 Speed,RWD,Power,5,Disc,Disc,"Tubeless, Radial",17,4,480-litres,Kolkata
0,Diesel,SUV,"14,000",Manual,0,0th Owner,Mahindra,Mahindra XUV700,2022,8639,AX7 Diesel Luxury Pack BSVI,₹ 22.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv700-Ax7-Diesel-Luxury-Pack-Bsvi-cars-Kolkata_477348a0-aa6b-4d64-8f4a-bf3feaa0daf2.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",,Comprehensive,Diesel,"14,000 Kms",,,2198 cc,Manual,2022.0,2198 CC,182.38bhp,420Nm,18,7,Blue,2.2 L Turbo Diesel,2198,182.38bhp@3500rpm,420Nm@1600-2800rpm,4.0,4.0,CRDi,Yes,4695mm,1890mm,1755mm,2750mm,1860,6-Speed,FWD,Power,7,Ventilated Disc,Solid Disc,"Tubeless, Radial",18,5,,Kolkata
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2018,4322,VXI Optional,₹ 4.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Vxi-Optional-cars-Kolkata_34ce3483-2803-4055-84a4-935308c518f6.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",2018,Third Party insurance,Petrol,"10,000 Kms",,First Owner,998 cc,Manual,2018.0,998 CC,67.04bhp,90Nm,,5,Others,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,,No,3599mm,1495mm,1700mm,2400mm,890kg,5 Speed,FWD,Power,5,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,Kolkata
0,Diesel,SUV,"19,500",Automatic,2,2nd Owner,Volvo,Volvo XC60,2020,6150,Inscription D5 BSIV,₹ 47 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Volvo-Xc60-Inscription-D5-Bsiv-cars-Kolkata_a4c0b052-c571-4747-ace2-8ecc2ba173da.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Aug 2020,Third Party insurance,Diesel,"19,500 Kms",WB02,Second Owner,1969 cc,Automatic,2020.0,1969 CC,235bhp,480Nm,19,5,Black,Turbo Diesel Engine,1969,235bhp,480Nm,4.0,4.0,CRDi,Yes,4688mm,1902 mm,1658mm,2865mm,1825,8 Speed,AWD,Power,5,Disc,Disc,"Tubeless,Radial",19,5,,Kolkata
0,Diesel,Sedan,"55,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2015,4012,ZDi Plus,₹ 4.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Maruti-Ciaz-Zdi-Plus-cars-Kolkata_8a6da74e-fa68-401d-a457-c969269a0216.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Aug 2015,Third Party,Diesel,"55,000 Kms",WB02,First Owner,1248 cc,Manual,2015.0,1248 CC,88.5bhp,200Nm,16,5,Brown,DDIS Diesel Engin,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,CRDI,Yes,4490mm,1730mm,1485mm,2650mm,1105kg,5 Speed,FWD,Power,5,Ventilated Discs,Drum,"Tubeless, Radial",16,4,510-litres,Kolkata
0,Petrol,Sedan,"50,000",Manual,1,1st Owner,Hyundai,Hyundai Accent,2011,1424,Executive,₹ 1.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-Accent-Executive-cars-Kolkata_ff4dd5c1-c3e7-44fb-b0a4-c3b1722ba450.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",2011,Third Party insurance,Petrol,"50,000 Kms",,First Owner,1495 cc,Manual,2011.0,1495 CC,93.7bhp,124.6Nm,13,5,Others,Petrol Engine,1495,93.7bhp@5500rpm,124.6Nm@3500rpm,4.0,3.0,MPFI,No,4250mm,1670mm,1370mm,2440mm,1039kg,5 Speed,FWD,Power,5,Ventilated Disc,Self-Adjusting Drum,"Tubeless,Radial",13,4,380-litres,Kolkata
0,Diesel,Sedan,"46,980",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2015,1846,1.6 CRDi SX,₹ 4.94 Lakh,₹ 5.06 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Verna-1.6-Crdi-Sx-cars-Kolkata_b6b9525d-4e48-455f-a5c7-5c173b90f7dc.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Mar 2015,Third Party insurance,Diesel,"46,980 Kms",WB26,Second Owner,1582 cc,Manual,2015.0,1582 CC,126.2bhp,259.9Nm,16,5,Silver,U2 VGT Diesel Engine ,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,CRDI,Yes,4375mm,1700mm,1475mm,2570mm,1270,6 Speed ,FWD,Power,5,Disc,Drum,Tubeless,16,4,465-litres,Kolkata
0,Petrol,Hatchback,"40,535",Manual,1,1st Owner,Maruti,Maruti Swift,2019,10403,VXI,₹ 5.35 Lakh,₹ 5.59 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Vxi-cars-Kolkata_04055f48-730f-441c-b891-dd42abec0cf9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Nov 2019,Third Party,Petrol,"40,535 Kms",WB02,First Owner,1197 cc,Manual,2019.0,1197 CC,88.50bhp,113Nm,,5,Others,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,3845mm,1735,1530,2450,875-905,5-Speed,,Electric,5,Disc,Drum,"Radial, Tubeless",,5,268,Kolkata
0,Petrol,Hatchback,"60,020",Manual,1,1st Owner,Hyundai,Hyundai Santro Xing,2010,1711,GLS,₹ 1.55 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/used-car-details/used-Hyundai-Santro-Xing-Gls-cars-Kolkata_256847da-7ddd-4d0e-9066-edd1432c10c9.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Aug 2010,Third Party insurance,Petrol,"60,020 Kms",WB06,First Owner,1086 cc,Manual,2010.0,1086 CC,62.1bhp,96.1Nm,13,5,Grey,Petrol Engine ,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,MPFI,No,3565mm,1525mm,1590mm,2380mm,825,5 Speed,FWD,Power,5,Ventilated Disc,Drum,"Tubeless,Radial",13,5,,Kolkata
0,Petrol,Hatchback,787,Automatic,1,1st Owner,Renault,Renault KWID,2022,8915,1.0 RXT AMT BSVI,₹ 5.57 Lakh,₹ 5.68 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Renault-Kwid-1.0-Rxt-Amt-Bsvi-cars-Kolkata_e2a1da16-6c2d-425c-8527-1a72a475ff25.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Sept 2022,Comprehensive,Petrol,787 Kms,WB24,First Owner,999 cc,Automatic,2022.0,999 CC,67.06bhp,91Nm,,5,Green,1.0 SCe,999,67.06bhp@5500rpm,91Nm@4250rpm,3.0,4.0,,,3731mm,1579,1474,,699,5 Speed,,Electric,5,Disc,Drum,"Radial, Tubeless",,5,279,Kolkata
0,Cng,Hatchback,"5,870",Manual,1,1st Owner,Maruti,Maruti Wagon R,2022,8838,VXI CNG BSVI,₹ 6.74 Lakh,₹ 7.03 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",,https://www.cardekho.com/buy-used-car-details/used-Maruti-Wagon-R-Vxi-Cng-Bsvi-cars-Kolkata_9b6363ef-07a8-4058-860f-289f1817c747.htm,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Aug 2022,Third Party,CNG,"5,870 Kms",WB06,First Owner,998 cc,Manual,2022.0,998 CC,55.92bhp,82.1Nm,,5,Silver,K10C,998,55.92bhp@5300rpm,82.1Nm@3400rpm,3.0,4.0,,,3655mm,1620mm,1675mm,2435,910-920,,,Power,5,Disc,Drum,"Tubeless, Radial",,5,,Kolkata
